message,severity,attributes,tags,timestamp
    |     async with (,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.468191363Z
"    |   File ""/usr/local/lib/python3.11/contextlib.py"", line 231, in __aexit__",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.468195533Z
"    |     await self.gen.athrow(typ, value, traceback)",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.468200223Z
"    |   File ""/usr/local/lib/python3.11/site-packages/mcp/server/streamable_http_manager.py"", line 140, in run",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470327633Z
    |     async with anyio.create_task_group() as tg:,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470332203Z
"    |   File ""/usr/local/lib/python3.11/site-packages/anyio/_backends/_asyncio.py"", line 815, in __aexit__",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470335043Z
    |     raise BaseExceptionGroup(,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470337793Z
    | ExceptionGroup: unhandled errors in a TaskGroup (1 sub-exception),error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470340553Z
    +-+---------------- 1 ----------------,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470343183Z
      | Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470345753Z
"      |   File ""/usr/local/lib/python3.11/site-packages/mcp/server/streamable_http_manager.py"", line 145, in run",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470348373Z
      |     yield  # Let the application run,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470350933Z
      |     ^^^^^,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470353443Z
"      |   File ""/usr/local/lib/python3.11/site-packages/fastmcp/server/http.py"", line 670, in lifespan",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470355753Z
      |     yield,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470358093Z
"      |   File ""/usr/local/lib/python3.11/site-packages/hindsight_api/api/__init__.py"", line 87, in chained_lifespan",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470361853Z
      |     async with original_lifespan(app_instance):,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470364843Z
"      |   File ""/usr/local/lib/python3.11/contextlib.py"", line 210, in __aenter__",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470367263Z
      |     return await anext(self.gen),error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470369513Z
      |            ^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470371873Z
"      |   File ""/usr/local/lib/python3.11/site-packages/hindsight_api/api/http.py"", line 3718, in lifespan",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470374703Z
      |     await memory.initialize(),error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.470377283Z
"      |   File ""/usr/local/lib/python3.11/site-packages/hindsight_api/engine/memory_engine.py"", line 3689, in initialize",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472688441Z
"      |     await asyncio.wait_for(asyncio.gather(*init_tasks), timeout=init_timeout)",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472693311Z
"      |   File ""/usr/local/lib/python3.11/asyncio/tasks.py"", line 489, in wait_for",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472697401Z
      |     return fut.result(),error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472702151Z
      |            ^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472706241Z
"      |   File ""/usr/local/lib/python3.11/site-packages/hindsight_api/engine/memory_engine.py"", line 3551, in start_pg0",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472710051Z
      |     self.db_url = await pg0.ensure_running(),error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472714401Z
      |                   ^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472718241Z
"      |   File ""/usr/local/lib/python3.11/site-packages/hindsight_api/pg0.py"", line 131, in ensure_running",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472722001Z
      |     return await self.start(),error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472725621Z
      |            ^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472729011Z
"      |   File ""/usr/local/lib/python3.11/site-packages/hindsight_api/pg0.py"", line 92, in start",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472732221Z
      |     raise RuntimeError(,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472736141Z
      | RuntimeError: Failed to start embedded PostgreSQL after 5 attempts. Last error: Error: The bundled PostgreSQL binary is missing required system libraries:,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472739971Z
      |   libgssapi_krb5.so.2 => not found,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472743611Z
      | ,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472747301Z
      | Install the missing libraries using your system package manager. For example:,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472750791Z
      |   Arch Linux:    sudo pacman -S <package>,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472754241Z
      |   Ubuntu/Debian: sudo apt install <package>,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.472758131Z
      |   Fedora/RHEL:   sudo dnf install <package>,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.479571058Z
      +------------------------------------,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.479574948Z
,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.479578988Z
ERROR:    Application startup failed. Exiting.,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:36.479583058Z
,info,"{""level"":""info""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:56.463665264Z
  [38;2;9;127;184m▄[0m[48;2;8;130;178m[38;2;5;133;186m▄[0m       [48;2;10;143;160m[38;2;10;143;165m▄[0m[38;2;7;140;156m▄[0m,info,"{""level"":""info""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:56.463669244Z
 [38;2;8;125;192m▄[0m [38;2;3;132;191m▀[0m[38;2;2;133;192m▄[0m [38;2;3;132;180m▄[0m[38;2;1;137;184m▄[0m[38;2;3;133;174m▄[0m [38;2;3;142;176m▄[0m[38;2;4;142;169m▀[0m [38;2;10;144;164m▄[0m,info,"{""level"":""info""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:56.463673284Z
[38;2;6;121;195m▀[0m[38;2;5;128;203m▀[0m[48;2;5;124;195m[38;2;3;125;200m▄[0m[38;2;2;126;196m▄[0m[48;2;3;128;188m[38;2;1;131;196m▄[0m[48;2;0;152;219m[38;2;2;131;191m▄[0m[38;2;1;141;196m▀[0m[38;2;1;135;183m▀[0m[38;2;1;148;198m▀[0m[48;2;1;156;202m[38;2;2;135;180m▄[0m[48;2;4;134;169m[38;2;1;137;177m▄[0m[38;2;3;138;173m▄[0m[48;2;6;137;165m[38;2;2;140;170m▄[0m[38;2;7;144;169m▀[0m[38;2;7;139;158m▀[0m,info,"{""level"":""info""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""87f73896-be31-4128-9af0-b5a62285641d"",""replica"":""5fc40eec-8c3c-41f9-8b42-f3f771c17231""}",2026-08-15T12:00:56.463676644Z
